related_comments,comments,views,related_views
0,926,124668,59
1,926,124668,88
0,56,121991,56
0,56,121991,1766
728,56,121991,677664
2,13,119280,80281
2,13,119280,16927
0,13,119280,10772
0,13,119280,6014
6,13,119280,145145
27,13,119280,116900
5,13,119280,103311
3,13,119280,238283
1,13,119280,239184
1,13,119280,163466
0,13,119280,182167
0,13,119280,181872
0,13,119280,162828
0,13,119280,171097
1,13,119280,137144
1,13,119280,137492
0,13,119280,139765
0,13,119280,128861
6,13,119280,40577
0,13,119280,112802
5,27,116900,103311
6,27,116900,40577
13,27,116900,119280
0,27,116900,39269
2,27,116900,80281
0,27,116900,58836
1,27,116900,56799
2,27,116900,63453
0,27,116900,49245
0,27,116900,37694
0,27,116900,48479
3,27,116900,40824
0,27,116900,40200
2,27,116900,16927
0,27,116900,10772
0,27,116900,38200
126,27,116900,201863
68,27,116900,109635
45,27,116900,89441
35,27,116900,48470
10,130,112549,626
6,130,112549,2143
17,130,112549,3667
5,130,112549,2153
2,130,112549,1694
12,130,112549,5051
0,130,112549,409
0,130,112549,217
0,130,112549,425
0,130,112549,171
0,130,112549,38
0,33,107981,1735
8,33,107981,29621
98,33,107981,52480
2,33,107981,2795
3,33,107981,4608
1,33,107981,1614
2,33,107981,4966
2,33,107981,2655
1,33,107981,1468
1,33,107981,2223
0,33,107981,782
0,33,107981,2504
0,33,107981,315
0,33,107981,53
1,33,107981,325
0,33,107981,1686
1,33,107981,5276
0,33,107981,3261
30,33,107981,25477
27,5,103311,116900
6,5,103311,40577
13,5,103311,119280
0,5,103311,39269
2,5,103311,80281
0,5,103311,58836
1,5,103311,56799
2,5,103311,63453
0,5,103311,49245
0,5,103311,37694
0,5,103311,48479
3,5,103311,40824
0,5,103311,40200
2,5,103311,16927
0,5,103311,10772
0,5,103311,38200
126,5,103311,201863
68,5,103311,109635
45,5,103311,89441
35,5,103311,48470
284,284,99422,99422
6,399,98650,3385
25,399,98650,13044
2,399,98650,745
0,399,98650,477
4,399,98650,369
4,399,98650,336
2,399,98650,1222
2,399,98650,235
398,1055,95628,32717
176,1055,95628,24118
247,1055,95628,26772
197,1055,95628,19723
331,1055,95628,21540
363,1055,95628,20462
2,1055,95628,380
0,1055,95628,425
59,1055,95628,6155
0,1055,95628,351
1,1055,95628,333
0,1055,95628,469
2,1055,95628,437
4,1055,95628,574
4,1055,95628,226
15,1055,95628,801
8,1055,95628,942
1,1055,95628,458
1,1055,95628,189
0,1055,95628,218
5,292,92176,93
0,292,92176,43
5,292,92176,1061
24,292,92176,1951
3,292,92176,342
1,292,92176,137
7,292,92176,702
5,292,92176,5299
2,292,92176,153
5,292,92176,408
0,292,92176,724
1,292,92176,329
0,292,92176,84
0,292,92176,261
4,292,92176,11801
1,292,92176,2056
3,769,91320,133
0,769,91320,2903
1,769,91320,323
0,769,91320,361
1,769,91320,424
77,769,91320,6503
0,769,91320,1387
23,769,91320,2317
0,769,91320,897
2,769,91320,96
0,769,91320,149
0,769,91320,240
33,690,91074,11953
129,690,91074,815403
8,690,91074,5736
4,98,90592,1900
0,98,90592,311
0,98,90592,158
13,98,90592,1249
2,98,90592,739
5,98,90592,83
2,98,90592,29
5,98,90592,734
1,98,90592,202
19,98,90592,13615
5,98,90592,2428
16,112,88105,11367
3,112,88105,3050
1,112,88105,87
2,112,88105,1700
1,112,88105,1381
0,112,88105,1319
1,112,88105,4692
15,112,88105,19122
8,112,88105,1220
0,112,88105,656
0,25,87102,101225
2,25,87102,19086
2,25,87102,111544
5,25,87102,33425
2,25,87102,99097
71,351,84036,19636
11,351,84036,3145
11,351,84036,1172
32,351,84036,4760
101,351,84036,11770
92,351,84036,3815
14,351,84036,1300
7,351,84036,2857
1,351,84036,355
38,351,84036,4978
2,351,84036,544
3,351,84036,1634
12,351,84036,862
2,351,84036,224
0,351,84036,392
3,351,84036,470
0,351,84036,68
53,351,84036,7446
3,1460,82340,1089
4,1460,82340,445
8,1460,82340,1126
261,1460,82340,25266
5,1460,82340,1060
47,1460,82340,1188
2,1460,82340,67
1,1460,82340,137
0,1460,82340,139
0,1460,82340,99
1,1460,82340,158
1,1460,82340,165
1,1460,82340,174
0,1460,82340,25
13,2,80281,119280
2,2,80281,16927
0,2,80281,10772
0,2,80281,6014
6,2,80281,145145
27,2,80281,116900
5,2,80281,103311
3,2,80281,238283
1,2,80281,239184
1,2,80281,163466
0,2,80281,182167
0,2,80281,181872
0,2,80281,162828
0,2,80281,171097
1,2,80281,137144
1,2,80281,137492
0,2,80281,139765
0,2,80281,128861
6,2,80281,40577
0,2,80281,112802
0,2,79721,6504
0,2,79721,3183
4,2,79721,11250
1,2,79721,5020
1,2,79721,4422
14,2,79721,5088
0,2,79721,676
0,2,79721,822
1,2,79721,487
3,2,79721,2662
1,2,79721,424
1,2,79721,3686
1,2,79721,592
0,2,79721,531
1,2,79721,518
1,2,79721,488
0,2,79721,512
13,2,79721,5345
2,2,79721,79721
25,2,79721,27399
78,223,79687,14001
2,223,79687,747
2,223,79687,854
0,223,79687,537
1,223,79687,241
5,223,79687,1803
91,408,77940,25038
92,408,77940,16100
46,408,77940,4198
7,408,77940,248
98,408,77940,15988
10,408,77940,2190
85,408,77940,1609
5,408,77940,186
0,408,77940,841
4,408,77940,1865
2,408,77940,1988
0,408,77940,293
7,172,77247,4487
9,172,77247,3961
3,172,77247,2292
1,172,77247,753
0,172,77247,84
1,172,77247,2512
2,172,77247,431
0,172,77247,67
0,172,77247,83
1,172,77247,87
3,172,77247,529
1,172,77247,336
0,172,77247,5
0,172,77247,20
0,172,77247,38
22,172,77247,6130
2,172,77247,342
67,1776,76738,6677
137,1776,76738,4421
8,1776,76738,379
15,1776,76738,337
13,1776,76738,2647
34,1776,76738,1484
22,1776,76738,3149
22,1776,76738,1785
9,1776,76738,971
5,1776,76738,183
0,1776,76738,416
8,1776,76738,712
4,1776,76738,409
6,1776,76738,221
16,1776,76738,616
2,1776,76738,50
3,1776,76738,264
1,1776,76738,42
2,1776,76738,57
1,10,75937,1205
4,10,75937,471
4,10,75937,323
2,10,75937,94
11,10,75937,1782
1,10,75937,328
3,10,75937,3740
0,10,75937,8
207,10,75937,139844
24,10,75937,5282
3,10,75937,2423
27,10,75937,10226
5,10,75937,1722
4,10,75937,385
0,451,75717,87
1,451,75717,684
20,451,75717,2040
1,451,75717,452
0,451,75717,210
1245,451,75717,337005
7,451,75717,812
1,451,75717,187
2,451,75717,305
6,90,75349,2049
1,90,75349,2103
0,90,75349,27
1,90,75349,1207
3,90,75349,1049
11,90,75349,7982
0,90,75349,1183
4,90,75349,2762
3,90,75349,2612
4,90,75349,11597
3,90,75349,1134
3,90,75349,2550
2,90,75349,670
10,90,75349,9549
2,90,75349,370
2,90,75349,1537
2,90,75349,1280
5,90,75349,1338
2,90,75349,645
4,116,74382,1269
1,116,74382,674
0,116,74382,519
3,116,74382,2441
302,504,72858,21771
504,504,72858,72858
832,504,72858,193277
28,220,72318,59756
43,220,72318,18249
15,220,72318,25487
19,220,72318,32524
6,220,72318,3377
16,220,72318,4864
6,220,72318,2122
1,220,72318,1272
22,220,72318,9585
0,220,72318,449
1,220,72318,1238
10,220,72318,2938
2,220,72318,812
2,220,72318,3295
8,220,72318,2489
1,220,72318,3154
1,220,72318,381
1,220,72318,102
1,11,72275,24183
3,11,72275,18675
0,11,72275,3112
2,11,72275,20796
0,11,72275,2587
0,11,72275,5469
0,11,72275,8404
0,11,72275,8426
0,11,72275,7913
1,11,72275,2402
1,11,72275,11127
7,136,71721,792
5,136,71721,467
0,136,71721,44
22,136,71721,2837
9,136,71721,1490
0,136,71721,66
6,136,71721,109334
0,0,69127,1994
85,372,68907,2809
26,372,68907,1013
0,372,68907,596
2,372,68907,347
4,372,68907,300
0,367,5438,134
3,367,5438,1197
5,367,5438,2360
9,367,5438,1797
4,367,5438,1099
8,367,5438,2577
2,367,5438,509
0,367,5438,327
3,430,7037,169
40,286,5282,642
2,286,5282,123
7,286,5282,244
13,286,5282,362
7,286,5282,197
12,286,5282,405
14,286,5282,759
2,286,5282,436
14,286,5282,804
20,286,5282,165
9,286,5282,111
16,148,2548,238
17,216,4774,18347
7,216,4774,901
3,216,4774,6102
49,216,4774,1740
2,216,4774,1070
0,216,4774,111
8,216,4774,476
1,216,4774,459
1,216,4774,225
23,31,3537,2816
24,31,3537,3012
20,31,3537,2263
17,31,3537,2295
15,31,3537,1856
16,31,3537,1298
25,31,3537,4797
23,31,3537,566
1,124,7518,681
0,3,2246,730
1,3,2246,800
0,3,2246,284
2,3,2246,683
15,3,2246,1763
0,3,2246,41
48,189,3475,3971
34,189,3475,262
2,189,3475,76
27,189,3475,2747
18,189,3475,2327
563,189,3475,52396
18,189,3475,15474
137,189,3475,4182
41,189,3475,899
11,189,3475,530
4,189,3475,483
0,189,3475,3926
31,24,3012,3537
23,24,3012,2816
20,24,3012,2263
17,24,3012,2295
15,24,3012,1856
16,24,3012,1298
25,24,3012,4797
23,24,3012,566
0,3,213,101
0,3,213,124
0,3,213,26
0,3,213,41
3,3,213,1803
5,3,213,1718
6,3,213,1496
2,3,213,189
1,3,213,48
3,138,2584,96
0,138,2584,18
286,138,2584,5282
59,138,2584,1603
12,138,2584,405
14,138,2584,759
9,138,2584,111
2,138,2584,123
40,138,2584,642
2,138,2584,36
53,138,2584,330
4,138,2584,558
2,138,2584,436
14,138,2584,804
14,138,2584,2166
3,365,2133,81
3,365,2133,1007
5,365,2133,453
5,365,2133,1076
10,365,2133,783
3,365,2133,846
1,365,2133,110
12,365,2133,7897
1,365,2133,58
76,365,2133,5664
35,365,2133,9641
1,365,2133,226
8,365,2133,1445
0,365,2133,74
0,365,2133,7
39,365,2133,1329
31,23,2816,3537
24,23,2816,3012
16,23,2816,1298
20,23,2816,2263
17,23,2816,2295
15,23,2816,1856
25,23,2816,4797
7,205,4075,599
43,205,4075,3144
25,205,4075,4757
6,329,3185,110
17,329,3185,24796
52,329,3185,10478
82,329,3185,15581
1,329,3185,9918
7,329,3185,5308
20,329,3185,5190
18,55,1393,15474
0,55,1393,3926
0,55,1393,113
5,55,1393,342
8,55,1393,522
7,55,1393,183
11,55,1393,197
0,55,1393,26
27,55,1393,2747
18,55,1393,2327
13,55,1393,1505
2,134,2663,1399
4,134,2663,390
3,134,2663,881
7,134,2663,286
7,121,5367,456
3,121,5367,734
1,121,5367,194
1,121,5367,86
2,121,5367,1028
24,121,5367,2749
4,121,5367,2511
0,121,5367,229
13,121,5367,1789
2,121,5367,1007
0,121,5367,555
5,121,5367,3385
0,121,5367,36
4,121,5367,388
2,121,5367,701
4,121,5367,2201
1,121,5367,567
5,108,3396,945
2,108,3396,988
3,108,3396,211
2,108,3396,118
2,108,3396,140
0,108,3396,899
0,108,3396,65
2,108,3396,2715
1,108,3396,359
0,108,3396,183
0,108,3396,445
0,108,3396,99
3,108,3396,1808
0,187,3998,178
0,187,3998,200
1,187,3998,375
31,20,2263,3537
23,20,2263,2816
24,20,2263,3012
17,20,2263,2295
15,20,2263,1856
16,20,2263,1298
25,20,2263,4797
23,20,2263,566
13,20,2263,366
22,20,2263,382
0,20,7027,216
0,20,7027,169
0,20,7027,232
0,20,7027,415
0,20,7027,320
0,20,7027,565
0,20,7027,286
1,20,7027,534
1,20,7027,532
0,20,7027,433
2,20,7027,140
2,20,7027,1580
15,20,7027,3128
15,20,7027,9756
11,20,7027,4113
20,20,7027,7027
3,20,7027,589
2,20,7027,946
8,20,7027,4130
11,20,7027,1558
7,74,599,301
45,74,599,576
8,74,599,120
42,74,599,299
16,74,599,163
8,74,599,197
11,74,599,107
3,74,599,96
7,74,599,69
22,74,599,149
1,74,599,86
25,74,599,506
5,74,599,49
16,74,599,319
1,74,599,34
18,74,599,409
4,134,4582,2900
0,134,4582,4
3,134,4582,639
1,134,4582,664
1,134,4582,1908
6,134,4582,17474
1,134,4582,2241
31,17,2295,3537
23,17,2295,2816
24,17,2295,3012
20,17,2295,2263
15,17,2295,1856
16,17,2295,1298
25,17,2295,4797
23,17,2295,566
13,17,2295,366
22,17,2295,382
11,135,1363,105
44,135,1363,297
12,135,1363,2951
28,135,1363,162
2,135,1363,393
2,135,1363,55
5,135,1363,203
1,135,1363,12
371,135,1363,28023
5,96,2679,217
2,96,2679,150
0,96,2679,424
0,96,2679,73
3,96,2679,600
0,96,2679,579
0,96,2679,752
0,96,2679,44
3,96,2679,581
12,96,2679,929
4,96,2679,391
0,96,2679,1211
4,96,2679,645
0,96,2679,212
2,96,2679,230
1,96,2679,2586
0,96,2679,180
31,15,1856,3537
24,15,1856,3012
23,15,1856,2816
16,15,1856,1298
20,15,1856,2263
17,15,1856,2295
25,15,1856,4797
20,166,2382,578
0,166,2382,51
3,166,2382,128
3,166,2382,201
0,166,2382,47
0,6,266,220
6,6,266,184
31,16,1298,3537
23,16,1298,2816
24,16,1298,3012
20,16,1298,2263
17,16,1298,2295
15,16,1298,1856
25,16,1298,4797
23,16,1298,566
13,16,1298,366
22,16,1298,382
11,149,1423,89
7,149,1423,97
4,149,1423,41
7,149,1423,77
5,149,1423,42
3,149,1423,46
2,149,1423,42
1,149,1423,628
2,149,1423,87
4,149,1423,1231
0,149,1423,223
17,149,1423,3391
7,149,1423,6035
39,149,1423,10958
5,149,1423,365
153,149,1423,81519
7,169,3130,83
2,169,3130,142
195,169,3130,5458
10,169,3130,94
5,169,3130,69
2,169,3130,63
4,169,3130,76
5,169,3130,74
1,169,3130,64
14,169,3130,257
1,169,3130,120
8,169,3130,151
4,169,3130,87
3,169,3130,295
28,169,3130,1794
4,169,3130,81
50,45,801,42199
4,45,801,3484
35,45,801,1507
21,45,801,5562
0,45,801,708
6,45,801,439
1,45,801,201
130,45,801,13881
6,75,1181,105
35,75,1181,456
276,93,2838,23984
36,93,2838,3340
15,93,2838,2074
20,93,2838,1810
46,93,2838,5478
29,93,2838,3156
16,93,2838,1049
18,93,2838,2363
22,93,2838,1844
21,93,2838,2690
9,93,2838,1371
15,93,2838,719
2,93,2838,303
1,93,2838,71
23,93,2838,798
13,93,2838,443
48,93,2838,3299
20,8,375,642
4,8,375,3378
5,8,375,7051
1,8,375,1034
0,8,375,697
0,8,375,695
1,8,375,537
0,8,375,635
1,8,375,502
1,8,375,518
0,8,375,741
1,8,375,397
0,8,375,152
0,8,375,1
15,110,1327,429
23,110,1327,981
7,110,1327,144
1,3,233,128
27,3,233,1112
8,3,233,2296
9,3,233,542
2,3,233,678
3,5,238,3677
11,5,238,4798
10,5,238,2391
0,5,238,274
30,5,238,12407
7,5,238,863
3,5,238,347
6,6,442,999
4,6,442,193
2,6,442,645
2,6,442,299
0,6,442,164
2,6,442,162
1,6,442,377
121,6,442,21738
1,6,442,123
67,48,892,1605
372,85,2809,68907
26,85,2809,1013
0,85,2809,596
2,85,2809,347
4,85,2809,300
8,6,446,2642
0,6,446,70
21,6,446,4928
20,6,446,3422
0,6,446,34
65,6,446,11836
5,6,446,1382
7,6,446,4351
11,6,446,2521
6,6,446,6666
9,6,446,1863
22,6,446,6212
4,6,446,1209
9,19,534,183
6,19,534,442
13,19,534,2987
2,19,534,421
0,19,534,95
2,19,534,334
11,19,534,1790
5,19,534,1079
0,19,534,219
6,19,534,5577
4,19,534,370
0,0,320,2388
5,0,320,1083
0,0,320,217
0,0,320,48
4,0,320,203
1,0,320,133
1,0,320,141
1,0,320,99
1,0,320,111
8,0,320,2024
7,0,320,6967
5,0,320,1267
22,0,518,6168
0,0,518,299
2,0,518,176
21,0,518,3892
11,0,518,2338
17,0,518,1735
3,0,518,2184
13,0,518,2506
11,0,518,1224
17,228,1272,1406
26,228,1272,222
4,228,1272,87
0,228,1272,129
6,228,1272,72
13,228,1272,95
6,1,292,442
9,1,292,183
19,1,292,534
28,1,292,5953
3,1,292,233
0,1,310,252
0,1,310,237
0,1,310,163
2,1,310,187
3,1,310,1584
5,1,310,306
0,1,310,235
0,1,310,1394
0,1,310,749
11,1,310,1160
7,1,310,1228
4,1,310,651
2,1,310,41
0,1,310,107
71,8,325,17748
44,8,325,9654
6,8,325,226
6,8,325,289
1,8,325,740
2,8,325,286
0,8,325,55
0,8,325,24
24,19,753,3185
0,19,753,2519
0,19,753,188
24,6,603,3185
19,6,603,753
10,6,603,3643
1,6,603,625
115,6,603,26508
8,6,603,1693
0,0,217,2388
5,0,217,1083
0,0,217,320
0,0,217,48
4,0,217,203
1,0,217,133
1,0,217,111
8,0,217,2024
7,0,217,6967
5,0,217,1267
6,0,217,2437
27,27,412,755
0,0,3384,7711
1,0,237,310
0,0,237,252
0,0,237,163
2,0,237,187
3,0,237,1584
5,0,237,306
0,0,237,235
0,0,237,1394
0,0,237,749
11,0,237,1160
7,0,237,1228
4,0,237,651
2,0,237,41
0,0,237,107
1,0,252,310
0,0,252,237
0,0,252,163
2,0,252,187
3,0,252,1584
5,0,252,306
0,0,252,235
0,0,252,1394
0,0,252,749
11,0,252,1160
7,0,252,1228
4,0,252,651
2,0,252,41
0,0,252,107
1408,135,1853,192477
1,2,187,310
0,2,187,252
0,2,187,237
0,2,187,163
3,2,187,1584
5,2,187,306
0,2,187,235
0,2,187,1394
0,2,187,749
11,2,187,1160
7,2,187,1228
4,2,187,651
2,2,187,41
0,2,187,107
3,2,828,1567
2,2,828,327
3,2,828,801
0,2,828,218
0,2,828,211
11,2,828,2833
13,2,828,8610
17,2,828,911
5,2,828,694
12,2,828,2542
0,2,828,224
5,2,828,1396
0,2,828,977
1,0,163,310
0,0,163,252
0,0,163,237
2,0,163,187
3,0,163,1584
5,0,163,306
0,0,163,235
0,0,163,1394
0,0,163,749
11,0,163,1160
7,0,163,1228
4,0,163,651
2,0,163,41
0,0,163,107
29,58,1293,32579
4,58,1293,446
16,58,1293,4529
6,58,1293,3543
5,58,1293,813
7,58,1293,1106
5,58,1293,408
0,5,290,321
1,5,290,65
5,5,290,165
4,66,981,98
20,66,981,494
23,66,981,808
113,51,634,1974
4,51,634,83
3,51,634,74
0,51,634,25
49,51,634,1529
0,51,634,40
21,54,1354,963
3,453,25701,414
2,453,25701,533
0,453,25701,216
3,453,25701,72
7,453,25701,609
39,453,25701,1780
8,453,25701,1691
4,507,19470,163
1,507,19470,185
0,507,19470,25
314,507,19470,6970
5,507,19470,1806
12,507,19470,3466
22,507,19470,754
21,507,19470,2265
1,507,19470,611
1,507,19470,254
4,507,19470,1417
4,507,19470,587
2,507,19470,240
1,507,19470,459
1,507,19470,315
0,507,19470,271
0,507,19470,183
25,371,28023,721
3,371,28023,286
14,371,28023,721
4,371,28023,572
7,371,28023,306
2,371,28023,141
39,371,28023,23662
39,371,28023,24989
167,350,22486,29422
7,275,28786,289
0,275,28786,20
45,275,28786,6332
1,275,28786,227
0,275,28786,24
59,275,28786,844
7,224,47698,1590
4,224,47698,907
2,224,47698,952
0,224,47698,693
1,224,47698,658
2,224,47698,593
2,224,47698,484
2,224,47698,389
0,224,47698,218
0,224,47698,183
2,224,47698,1501
2,224,47698,986
11,224,47698,7730
2,224,47698,271
1,224,47698,113
4,224,47698,4537
1,224,47698,111
0,224,47698,73
0,224,47698,83
0,224,47698,87
3,353,11898,111
1,353,11898,131
1,353,11898,36
35,353,11898,573
30,353,11898,1536
0,353,11898,87
0,353,11898,375
211,591,30064,19399
306,591,30064,12159
85,591,30064,21125
124,591,30064,11655
24,591,30064,6563
15,591,30064,818
56,591,30064,2741
138,591,30064,6386
11,591,30064,1199
2,591,30064,436
22,591,30064,4403
33,591,30064,4758
2,591,30064,277
110,110,529458,529458
1,110,529458,1602
0,110,529458,1107
204,157,64373,80917
106,157,64373,44301
113,157,64373,29434
14,157,64373,11123
35,157,64373,10211
8,157,64373,8867
19,940,31335,1062
29,940,31335,1057
5,940,31335,304
70,940,31335,1275
0,940,31335,245
4,940,31335,288
2,940,31335,257
7,940,31335,353
3,940,31335,299
5,940,31335,254
0,940,31335,109
1,940,31335,37
1,940,31335,112
0,940,31335,56
0,940,31335,29
3,940,31335,293
21,940,31335,707
5,940,31335,179
682,940,31335,10919
10,262,68704,2732
3,262,68704,1524
5,262,68704,1286
1,262,68704,650
12,262,68704,840
8,262,68704,1882
1,262,68704,336
3,262,68704,959
2,262,68704,296
0,262,68704,72
0,262,68704,120
0,262,68704,31
2,262,68704,524
0,262,68704,36
7,195,12759,692
15,195,12759,278
13,195,12759,1120
14,195,12759,3991
2,195,12759,442
0,195,12759,29
2,195,12759,247
0,243,7844,630
1,243,7844,251
9,243,7844,5527
33,243,7844,15796
5,243,7844,2303
52,243,7844,27217
24,243,7844,6205
29,243,7844,1733
4,154,10785,205
0,154,10785,291
11,154,10785,957
0,154,10785,79
5,450,39055,390
6,450,39055,273
1,450,39055,312
32,450,39055,21286
25,450,39055,9789
51,450,39055,27463
93,450,39055,5425
10,466,18565,226
5,466,18565,251
2,466,18565,269
0,466,18565,47
49,466,18565,531
0,466,18565,93
13,466,18565,759
4,466,18565,347
1,466,18565,1384
1,466,18565,574
36,320,55558,2133
23,320,55558,995
161,320,55558,38255
25,320,55558,897
34,320,55558,426
95,320,55558,11743
65,320,55558,3629
53,320,55558,14492
58,320,55558,8606
75,320,55558,15776
64,320,55558,6971
49,320,55558,4493
48,320,55558,2574
26,320,55558,3924
13,320,55558,386
14,320,55558,2757
6,320,55558,283
4,320,55558,1412
240,320,55558,35276
51,464,17356,2311
24,464,17356,1416
10,464,17356,175
1,464,17356,75
1,464,17356,471
35,464,17356,1776
0,464,17356,36
6,464,17356,290
5,464,17356,176
8,464,17356,85
19,464,17356,16600
89,464,17356,2554
3,464,17356,436
4,464,17356,126
3,464,17356,1452
0,464,17356,1443
1,464,17356,178
2,464,17356,989
11,464,17356,525
173,138,15179,37569
1,138,15179,239
5,138,15179,2288
7,138,15179,9202
3,261,25266,1089
1460,261,25266,82340
4,261,25266,445
8,261,25266,1126
5,261,25266,1060
47,261,25266,1188
2,261,25266,67
1,261,25266,137
0,261,25266,139
0,261,25266,99
1,261,25266,158
1,261,25266,165
1,261,25266,174
0,261,25266,25
180,106,44301,63429
80,106,44301,40628
7,106,44301,7337
4,106,44301,5819
12,106,44301,15224
123,106,44301,48815
204,106,44301,80917
157,106,44301,64373
168,106,44301,71356
132,106,44301,61207
36,106,44301,21931
55,106,44301,22338
60,106,44301,30302
31,106,44301,15699
14,106,44301,11123
0,117,64195,855
2,117,64195,3919
3,117,64195,3058
11,117,64195,9870
1,117,64195,2592
17,117,64195,5981
0,117,64195,1117
3,117,64195,2024
0,117,64195,622
0,117,64195,590
6,117,64195,4154
2,117,64195,1269
5,117,64195,2334
0,117,64195,1099
0,117,64195,1294
11,117,64195,3612
1,117,64195,2035
31,239,4163,1088
10,239,4163,252
5,239,4163,196
17,239,4163,372
1,239,4163,39
36,239,4163,520
4,254,10570,181
6,254,10570,348
17,254,10570,4028
7,254,10570,1421
1,219,9255,133
18,219,9255,304
0,219,9255,178
4,219,9255,111
14,219,9255,219
1,227,4596,154
61,227,4596,3137
7,227,4596,152
0,227,4596,141
34,172,14818,13611
1,172,14818,11186
1,172,14818,17
16,172,14818,15370
26,172,14818,20363
9,172,14818,4405
36,172,14818,29199
31,172,14818,35991
6,172,14818,27898
0,172,14818,9675
36,172,14818,14979
1,172,14818,9071
25,172,14818,33093
1,172,14818,5826
6,172,14818,2446
9,461,9514,340
1,461,9514,203
2,461,9514,376
0,461,9514,162
6,461,9514,279
1,461,9514,130
6,461,9514,140
6,461,9514,398
8,252,6124,258
28,252,6124,684
7,252,6124,473
2,252,6124,57
7,252,6124,48
2,252,6124,63
80,203,59045,30191
45,203,59045,14553
46,203,59045,18705
19,203,59045,13301
21,203,59045,9859
15,203,59045,1726
3,203,59045,1239
25,203,59045,9378
14,203,59045,8106
42,203,59045,8804
61,203,59045,10811
32,203,59045,6603
2,203,59045,418
197,203,59045,36035
68,203,59045,20949
86,203,59045,29596
360,203,59045,33367
119,203,59045,20900
14,203,59045,2757
148,203,59045,19308
563,2,34758,52396
41,2,34758,899
11,2,34758,530
941,2,34758,161826
60,86,33566,18711
5,86,33566,2856
4,86,33566,4868
1,86,33566,1919
0,86,33566,262
1,86,33566,607
0,86,33566,1084
3,86,33566,1851
0,86,33566,1943
0,86,33566,109
19,86,33566,13739
9,611,1774,2847
4,611,1774,10637
0,611,1774,469
11,611,1774,7300
3,611,1774,189
13,611,1774,508
0,611,1774,132
0,611,1774,202
0,611,1774,671
1,611,1774,1707
0,611,1774,52
0,611,1774,413
6,611,1774,4624
0,611,1774,28
9,611,1774,293
2,170,1279,60
2,170,1279,111
0,170,1279,80
0,170,1279,95
0,170,1279,66
0,170,1279,22
0,170,1279,18
8,136,1197,149
2,136,1197,101
10,136,1197,128
31,136,1197,377
9,136,1197,677
96,136,1197,1103
38,136,1197,728
81,136,1197,577
67,137,4421,6677
8,137,4421,379
15,137,4421,337
34,137,4421,1484
13,137,4421,2647
22,137,4421,1785
22,137,4421,3149
9,137,4421,971
5,137,4421,183
1776,137,4421,76738
0,137,4421,416
8,137,4421,712
4,137,4421,409
6,137,4421,221
16,137,4421,616
2,137,4421,50
3,137,4421,264
2,137,4421,57
1,137,4421,42
1,118,837,1155
8,118,837,9809
11,118,837,8216
2,118,837,665
1,118,837,1690
18,118,837,8171
6,118,837,31383
1,118,837,26202
14,118,837,2812
12,118,837,6018
15,118,837,6475
13,118,837,4027
0,118,837,5748
1,118,837,15737
23,116,1959,206
11,116,1959,109
5,116,1959,145
0,116,1959,266
1,116,1959,758
2,116,1959,566
0,116,1959,761
2,116,1959,2414
5,116,1959,246
0,116,1959,271
2,116,1959,1190
2,116,1959,267
0,167,727,32
0,167,727,40
443,167,727,332708
0,167,727,538
0,167,727,111
2862,133,6233,13881
27,133,6233,4627
86,133,6233,30555
30,133,6233,6353
37,133,6233,2784
32,133,6233,3110
13,133,6233,1398
11,133,6233,1905
133,133,6233,647
3,133,6233,741
35,133,6233,1443
16,133,6233,933
3,133,6233,182
14,133,6233,826
3,133,6233,405
5,133,6233,203
0,133,6233,48
9,133,6233,2113
2,110,775,529
0,110,775,9
19,110,775,9594
2,110,775,562
2,110,775,2672
0,110,775,569
1,110,775,439
8,110,775,1006
3,110,775,1294
1,110,775,708
43,101,441,18953
0,101,441,368
1,101,441,679
0,101,441,99
3,101,441,784
2,101,441,535
0,98,1092,1011
0,98,1092,1197
0,98,1092,834
0,98,1092,56
0,98,1092,25
3,98,1092,597
13,98,1092,23044
37,98,1092,9172
13,98,1092,5570
1,98,1092,63
0,98,1092,66
1,98,1092,160
0,98,1092,132
2,98,1092,1241
3,98,1092,1515
0,98,1092,100
1,98,1092,245
167,129,748,15381
0,129,748,311
2,129,748,762
3,129,748,312
12,129,748,3072
1,129,748,419
1,129,748,301
0,95,574,107
1,95,574,18
3,95,574,32159
2,95,574,351
0,95,574,47
1,95,574,1293
21,91,1401,963
1,86,911,300
7,86,911,208
9,86,911,189
2,86,911,185
19,86,911,1283
1,86,911,124
47,86,911,7830
0,86,911,204
2,86,911,340
7,84,998,304
16,84,998,180
0,84,998,33
120,84,998,1736
8,84,998,55
7,84,998,544
162,83,391,1009
5,83,391,79
2,83,391,32
2,83,391,46
1,83,391,7
4,83,391,22
57,83,391,224
2,82,675,1591
1,82,675,1116
208,82,675,102702
1,82,675,440
8,82,675,340
6,82,675,705
0,82,675,255
0,82,675,292
0,82,675,276
76,82,675,6520
0,82,675,569
2,82,675,175
4,82,675,1436
0,82,675,39
4,82,675,1313
7,82,675,26422
1,82,675,156
13,81,295,3100
7,81,295,1222
3,81,295,65
26,81,295,5707
7,81,295,11719
10,81,295,2963
15,81,295,5647
5,81,295,1237
2,81,295,1534
37,81,295,6699
30,81,295,5942
14,81,295,5281
3,81,295,1627
21,81,295,3017
15,81,295,4328
4,81,295,326
76,81,295,27177
9,83,1379,1653
0,83,1379,184
5,83,1379,230
